Name	Reel	Media Start	Media End	Tracks	Comment 1	Log Note
KREMS_UNIVERSITAET_AUSSEN80_MOV	VTZT10_013	01:31:39:10	01:31:42:16	1V,4A		
KREMS_UNIVERSITAET_AUSSEN7_MOV	VTZT10_012	01:31:42:16	01:31:45:15	1V,4A		
KREMS_UNIVERSITAET_AUSSEN5_MOV	VTZT10_012	01:31:45:15	01:31:48:16	1V,4A		
KREMS_UNIVERSITAET_AUSSEN6_MOV	Tape_001	01:31:48:16	01:31:50:20	1V,4A		
KREMS_UNIVERSITAET_AUSSEN16_MOV	VTZT10_012	01:31:50:20	01:31:53:14	1V,4A		
KREMS_UNIVERSITAET_AUSSEN43_MOV	VTZT10_012	01:31:53:14	01:31:57:03	1V,4A		
KREMS_UNIVERSITAET_AUSSEN11_MOV	VTZT10_012	01:31:57:03	01:31:59:22	1V,4A		
KREMS_UNIVERSITAET_AUSSEN52_MOV	VTZT10_012	01:31:59:22	01:32:03:02	1V,4A		
KREMS_UNIVERSITAET_AUSSEN57_MOV	VTZT10_012	01:32:03:02	01:32:11:09	1V,4A		
KREMS_UNIVERSITAET_AUSSEN59_MOV	VTZT10_012	01:32:11:09	01:32:14:04	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_8_MOV	VTZT10_042	01:32:14:04	01:32:22:13	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_12_MOV	VTZT10_042	01:32:22:13	01:32:36:24	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_19_MOV	VTZT10_042	01:32:36:24	01:32:39:22	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:39:22	01:32:39:24	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:39:24	01:32:40:01	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:01	01:32:40:03	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:03	01:32:40:05	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:05	01:32:40:07	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:07	01:32:40:09	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:09	01:32:40:11	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:11	01:32:40:13	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:13	01:32:40:15	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:15	01:32:40:17	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:17	01:32:40:19	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:19	01:32:40:21	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:21	01:32:40:23	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:40:23	01:32:41:00	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:41:00	01:32:41:02	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:41:02	01:32:41:04	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:41:04	01:32:41:06	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:41:06	01:32:41:08	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:41:08	01:32:41:10	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:41:10	01:32:41:12	1V,4A		
KREMS_DONAUUNI_ARCHIV_DER_ZEITGENOSSEN_INNEN_20_MOV	VTZT10_042	01:32:41:12	01:32:43:21	1V,4A		
KREMS_UNIVERSITAET_VORTRAG1_MOV	VTZT10_012	01:32:43:21	01:32:46:20	1V,4A		
KREMS_UNIVERSITAET_VORTRAG4_MOV	VTZT10_012	01:32:46:20	01:32:50:07	1V,4A		
KREMS_UNIVERSITAET_VORTRAG1_MOV	VTZT10_012	01:32:46:20	01:32:50:07	1V,4A		
KREMS_UNIVERSITAET_INNEN26_MOV	VTZT10_012	01:32:50:07	01:32:53:11	1V,4A		
KREMS_UNIVERSITAET_INNEN4_MOV	VTZT10_011_TC2	01:32:53:11	01:32:57:00	1V,4A		
KREMS_UNIVERSITAET_INNEN2_MOV	VTZT10_011_TC2	01:32:57:00	01:32:59:21	1V,4A		
KREMS_UNIVERSITAET_INNEN15_MOV	VTZT10_012	01:32:59:21	01:33:02:24	1V,4A		
KREMS_UNIVERSITAET_INNEN16_MOV	VTZT10_012	01:33:02:24	01:33:04:22	1V,4A		
unknown	Tape_001	01:33:04:22	01:33:05:07	1V,4A		
unknown	Tape_001	01:33:05:07	01:33:07:20	1V,4A		
KREMS_UNIVERSITAET_INNEN27_MOV	VTZT10_012	01:33:04:22	01:33:05:11	1V,4A		
KREMS_UNIVERSITAET_INNEN27_MOV	VTZT10_012	01:33:05:11	01:33:07:20	1V,4A		
TEXT	Tape_001	01:33:07:20	01:33:11:16	1V,4A		
FLUG_LOISIUM_MOV	Tape_001	01:33:11:16	01:33:36:23	1V,4A		
LANGENLOIS_LOISIUM_AUSSEN_4_MOV	VTZT10_030	01:33:36:23	01:33:42:14	1V,4A		
LANGENLOIS_LOISIUM_AUSSEN_8_MOV	VTZT10_030	01:33:42:14	01:33:48:05	1V,4A		
02_LOISIUM_LANGENLOIS_V05_MOV	Tape_001	01:33:48:05	01:33:51:08	1V,4A		
02_LOISIUM_LANGENLOIS_V05_MOV	Tape_001	01:33:51:08	01:33:54:00	1V,4A		
LANGENLOIS_LOISIUM_AUSSEN_15_MOV	VTZT10_030	01:33:54:00	01:33:56:10	1V,4A		
LANGENLOIS_LOISIUM_AUSSEN_16_MOV	VTZT10_030	01:33:56:10	01:33:58:23	1V,4A		
LANGENLOIS_AUSSEN_MOV	NOE_ROHMATERIAL	01:33:58:23	01:34:01:19	1V,4A		
LANGENLOIS_AUSSEN1_MOV	NOE_ROHMATERIAL	01:34:01:19	01:34:03:23	1V,4A		
LANGENLOIS_AUSSEN3_MOV	NOE_ROHMATERIAL	01:34:03:23	01:34:05:23	1V,4A		
LANGENLOIS_AUSSEN3_MOV	NOE_ROHMATERIAL	01:34:05:23	01:34:06:00	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_KUNSTGANG_04_MOV	VTZT10_001	01:34:06:00	01:34:08:21	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_07_MOV	VTZT10_002	01:34:08:21	01:34:11:19	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_01_MOV	VTZT10_002	01:34:11:19	01:34:15:01	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_55_MOV	VTZT10_003	01:34:15:01	01:34:17:19	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_28_MOV	VTZT10_002	01:34:17:19	01:34:23:06	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_28_MOV	VTZT10_002	01:34:23:06	01:34:25:03	1V,4A		
unknown	Tape_001	01:34:23:06	01:34:28:14	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_61_MOV	VTZT10_003	01:34:25:03	01:34:28:14	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_20_MOV	Tape_001	01:34:28:14	01:34:32:15	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_34_MOV	VTZT10_002	01:34:32:15	01:34:35:19	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_72_MOV	VTZT10_003	01:34:35:19	01:34:39:12	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTVERANSTALTUNGSRAUM_67_MOV	VTZT10_003	01:34:39:12	01:34:43:13	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_EINTEILUNG_DAMEN_HERREN_09_MOV	VTZT10_001	01:34:43:13	01:34:46:23	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_EINTEILUNG_DAMEN_HERREN_08_MOV	VTZT10_001	01:34:46:23	01:34:49:17	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_FARBENRAUM_07_MOV	VTZT10_003	01:34:49:17	01:34:59:09	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_FARBENRAUM_05_MOV	Tape_001	01:34:59:09	01:35:03:14	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_FARBENRAUM_06_MOV	Tape_001	01:35:03:14	01:35:06:01	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTGEWOELBE_EROEFFNUNG_31_MOV	Tape_001	01:35:06:01	01:35:09:06	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_EINTEILUNG_DAMEN_HERREN_02_MOV	VTZT10_001	01:35:09:06	01:35:12:04	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTGEWOELBE_EROEFFNUNG_11_MOV	Tape_001	01:35:12:04	01:35:16:09	1V,4A		
unknown	Tape_001	01:35:12:04	01:35:27:04	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTGEWOELBE_EROEFFNUNG_16_MOV	Tape_001	01:35:19:13	01:35:27:04	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTGEWOELBE_EROEFFNUNG_18_MOV	Tape_001	01:35:16:09	01:35:19:13	1V,4A		
LANGENLOIS_LOISIUM_MATINEE_HAUPTGEWOELBE_EROEFFNUNG_11_MOV	Tape_001	01:35:27:04	01:35:31:09	1V,4A		
unknown	Tape_001	01:35:31:09	01:35:36:06	1V,4A		
unknown	Tape_001	01:35:36:06	01:35:41:02	1V,4A		
FX_SHOTS_MOV	VTZT10_048	01:35:41:02	01:35:56:03	1V,4A		
SCHALLABURG_AUSSEN_BRUNNEN_03_MOV	VTZT10_027	01:35:56:03	01:36:05:20	1V,4A		
SCHALLABURG_AUSSEN_BRUNNEN_07_MOV	VTZT10_027	01:36:05:20	01:36:09:08	1V,4A		
SCHALLABURG_AUSSEN_BRUNNEN_05_MOV	VTZT10_027	01:36:09:08	01:36:12:08	1V,4A		
SCHALLABURG_AUSSEN_INNENHOF_20_MOV	VTZT10_026	01:36:12:08	01:36:18:00	1V,4A		
SCHALLABURG_AUSSEN_BRUNNEN_09_MOV	VTZT10_027	01:36:18:00	01:36:23:10	1V,4A		
SCHALLABURG_AUSSEN_INNENHOF_01_MOV	VTZT10_027	01:36:23:10	01:36:26:08	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_30_MOV	VTZT10_027	01:36:26:08	01:36:32:01	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_35_MOV	VTZT10_027	01:36:32:01	01:36:35:20	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_01_MOV	VTZT10_027	01:36:35:20	01:36:39:12	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_66_MOV	VTZT10_026	01:36:39:12	01:36:43:06	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_26_MOV	VTZT10_027	01:36:43:06	01:36:46:22	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_21_MOV	VTZT10_027	01:36:46:22	01:36:49:03	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_16_MOV	VTZT10_027	01:36:49:03	01:36:52:19	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_22_MOV	VTZT10_027	01:36:52:19	01:36:54:23	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_16_MOV	VTZT10_027	01:36:54:23	01:37:01:21	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_22_MOV	VTZT10_027	01:37:01:21	01:37:06:20	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_43_MOV	VTZT10_027	01:37:06:20	01:37:10:07	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_11_MOV	VTZT10_027	01:37:10:07	01:37:14:12	1V,4A		
SCHALLABURG_AUSSEN_DRACHENWIESE_12_MOV	VTZT10_027	01:37:14:12	01:37:18:01	1V,4A		
unknown	Tape_001	01:37:14:12	01:37:17:14	1V,4A		
unknown	Tape_001	01:37:17:14	01:37:22:10	1V,4A		
SCHALLABURG_AUSSEN_AUSSTELLUNG_60ER_01_MOV	VTZT10_027	01:37:18:01	01:37:20:21	1V,4A		
SCHALLABURG_AUSSEN_AUSSTELLUNG_60ER_09_MOV	VTZT10_027	01:37:20:21	01:37:24:00	1V,4A		
unknown	Tape_001	01:37:22:10	01:37:22:10	1V,4A		
unknown	Tape_001	01:37:22:10	01:37:27:09	1V,4A		
SCHALLABURG_AUSSEN_AUSSTELLUNG_60ER_01_MOV	VTZT10_027	01:37:24:00	01:37:27:21	1V,4A		
unknown	Tape_001	01:37:27:09	01:37:27:09	1V,4A		
unknown	Tape_001	01:37:27:09	01:37:31:02	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_23_MOV	VTZT10_027	01:37:27:21	01:37:31:02	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_32_MOV	VTZT10_027	01:37:31:02	01:37:34:20	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_30_MOV	VTZT10_027	01:37:34:20	01:37:38:07	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_29_MOV	VTZT10_027	01:37:38:07	01:37:42:22	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_24_MOV	VTZT10_027	01:37:42:22	01:37:46:20	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_26_MOV	VTZT10_027	01:37:46:20	01:37:53:16	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_14_MOV	VTZT10_027	01:37:53:16	01:37:56:21	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_09_MOV	VTZT10_027	01:37:56:21	01:37:59:19	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_11_MOV	VTZT10_027	01:37:59:19	01:38:03:13	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_14_MOV	VTZT10_027	01:38:03:13	01:38:09:01	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_01_MOV	VTZT10_027	01:38:09:01	01:38:13:04	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_02_MOV	VTZT10_027	01:38:13:04	01:38:18:10	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_64_MOV	VTZT10_026	01:38:18:10	01:38:21:14	1V,4A		
SCHALLABURG_INNEN_AUSSTELLUNG_60ER_15_MOV	VTZT10_027	01:38:21:14	01:38:25:02	1V,4A		
FX_SHOTS_MOV	VTZT10_048	01:38:25:02	01:38:30:10	1V,4A		
TEXT	Tape_001	01:38:30:10	01:38:34:06	1V,4A		
06_SEEBUEHNE_LUNZ_V09_MOV	Tape_001	01:38:34:06	01:38:39:01	1V,4A		
06_SEEBUEHNE_LUNZ_V09_MOV	Tape_001	01:38:39:01	01:38:41:11	1V,4A		
06_SEEBUEHNE_LUNZ_V09_MOV	Tape_001	01:38:41:11	01:38:44:18	1V,4A		
06_SEEBUEHNE_LUNZ_V09_MOV	Tape_001	01:38:44:18	01:38:51:15	1V,4A		
06_SEEBUEHNE_LUNZ_V09_MOV	Tape_001	01:38:51:15	01:39:02:13	1V,4A		
LUNZ_SEEBUEHNE_GAESTE_EINLASS_6_MOV	VTZT10_030	01:39:02:13	01:39:08:21	1V,4A		
LUNZ_SEEBUEHNE_VERANSTALTUNG_16_MOV	VTZT10_030	01:39:03:18	01:39:26:19	1V,4A		
LUNZ_SEEBUEHNE_GAESTE_EINLASS_12_MOV	VTZT10_030	01:39:08:21	01:39:13:09	1V,4A		
LUNZ_SEEBUEHNE_GAESTE_EINLASS_21_MOV	VTZT10_030	01:39:13:09	01:39:19:11	1V,4A		
LUNZ_SEEBUEHNE_GAESTE_EINLASS_25_MOV	VTZT10_030	01:39:19:11	01:39:26:19	1V,4A		
LUNZ_SEEBUEHNE_MUSIKER_SPIEGELUNG_2_MOV	VTZT10_031	01:39:26:19	01:39:31:24	1V,4A		
LUNZ_SEEBUEHNE_TRETBOOT_1_MOV	VTZT10_031	01:39:31:24	01:39:34:21	1V,4A		
LUNZ_SEEBUEHNE_MUSIKER_SPIEGELUNG_2_MOV	VTZT10_031	01:39:31:24	01:39:35:20	1V,4A		
LUNZ_SEEBUEHNE_TRETBOOT_2_MOV	VTZT10_031	01:39:34:21	01:39:39:05	1V,4A		
LUNZ_SEEBUEHNE_MUSIKER_SPIEGELUNG_8_MOV	VTZT10_031	01:39:39:05	01:39:45:24	1V,4A		
LUNZ_SEEBUEHNE_VERANSTALTUNG_10_MOV	VTZT10_030	01:39:45:24	01:39:49:12	1V,4A		
LUNZ_SEEBUEHNE_MUSIKER_SPIEGELUNG_8_MOV	VTZT10_031	01:39:45:24	01:39:46:13	1V,4A		
unknown	Tape_001	01:39:49:11	01:39:49:11	1V,4A		
unknown	Tape_001	01:39:49:11	01:40:00:12	1V,4A		
LUNZ_SEEBUEHNE_VERANSTALTUNG_17_MOV	VTZT10_030	01:39:49:12	01:40:00:12	1V,4A		
LUNZ_SEEBUEHNE_VERANSTALTUNG_20_MOV	VTZT10_030	01:40:00:12	01:40:07:14	1V,4A		
unknown	Tape_001	01:40:00:12	01:40:00:12	1V,4A		
unknown	Tape_001	01:40:00:12	01:40:07:14	1V,4A		
LUNZ_SEEBUEHNE_VERANSTALTUNG_21_MOV	VTZT10_030	01:40:07:14	01:40:17:04	1V,4A		
unknown	Tape_001	01:40:07:14	01:40:07:14	1V,4A		
unknown	Tape_001	01:40:07:14	01:40:20:22	1V,4A		
LUNZ_SEEBUEHNE_VERANSTALTUNG_25_MOV	VTZT10_030	01:40:17:04	01:40:26:07	1V,4A		
unknown	Tape_001	01:40:20:22	01:40:20:22	1V,4A		
unknown	Tape_001	01:40:20:22	01:40:26:07	1V,4A		
LUNZ_SEEBUEHNE_VERANSTALTUNG_11_MOV	VTZT10_030	01:40:26:07	01:40:30:10	1V,4A		
LUNZ_SEEBUEHNE_VERANSTALTUNG_26_MOV	VTZT10_030	01:40:30:10	01:40:36:15	1V,4A		
unknown	Tape_001	01:40:36:15	01:40:41:13	1V,4A		
unknown	Tape_001	01:40:41:13	01:40:46:09	1V,4A		
MELK_STIFT_DONAUARENA_AUSSEN_07_MOV	VTZT10_019	01:40:46:09	01:40:51:11	1V,4A		
MELK_DONAUARENA_AUSSEN_BLICK_RICHTUNG_STIFT_2_MOV	VTZT10_024	01:40:51:11	01:40:57:09	1V,4A		
MELK_DONAUARENA_AUSSEN_BLICK_IN_DAS_INNERE_01_MOV	Tape_001	01:40:57:09	01:41:00:22	1V,4A		
MELK_DONAUARENA_INNEN_VORBEREITUNGEN_27_MOV	VTZT10_025	01:41:00:22	01:41:04:14	1V,4A		
MELK_DONAUARENA_INNEN_VORBEREITUNGEN_18_MOV	VTZT10_024	01:41:04:14	01:41:08:19	1V,4A		
MELK_DONAUARENA_INNEN_AUFFUEHRUNG_WILHELM_TELL_GAESTE_EINL	Tape_001	01:41:08:19	01:41:12:00	1V,4A		
MELK_DONAUARENA_INNEN_AUFFUEHRUNG_WILHELM_TELL_GAESTE_EINL	Tape_001	01:41:12:00	01:41:14:21	1V,4A		
MELK_DONAUARENA_INNEN_AUFFUEHRUNG_WILHELM_TELL_GAESTE_EINL	Tape_001	01:41:14:21	01:41:23:13	1V,4A		
MELK_DONAUARENA_INNEN_05_MOV	VTZT10_019	01:41:23:13	01:41:26:16	1V,4A		
MELK_DONAUARENA_INNEN_AUFFUEHRUNG_WILHELM_TELL_04_MOV	VTZT10_019	01:41:26:16	01:41:31:08	1V,4A		
MELK_DONAUARENA_INNEN_AUFFUEHRUNG_WILHELM_TELL_05_MOV	VTZT10_019	01:41:31:08	01:41:33:24	1V,4A		
MELK_DONAUARENA_INNEN_AUFFUEHRUNG_WILHELM_TELL_12_MOV	VTZT10_019	01:41:33:24	01:41:42:15	1V,4A		
MELK_DONAUARENA_INNEN_AUFFUEHRUNG_WILHELM_TELL_13_MOV	VTZT10_019	01:41:42:15	01:41:46:06	1V,4A		
MELK_DONAUARENA_INNEN_AUFFUEHRUNG_WILHELM_TELL_69_MOV	VTZT10_025	01:41:46:06	01:41:53:18	1V,4A		
MELK_DONAUARENA_INNEN_AUFFUEHRUNG_WILHELM_TELL_60_MOV	Tape_001	01:41:53:18	01:42:04:19	1V,4A		
TEXT	Tape_001	01:42:04:19	01:42:08:15	1V,4A		
FX_SHOTS_MOV	VTZT10_048	01:42:08:15	01:42:22:16	1V,4A		
MELK_STIFT_AUSSEN_01_MOV	VTZT10_019	01:42:22:16	01:42:26:24	1V,4A		
MELK_STIFT_AUSSEN_04_MOV	VTZT10_019	01:42:26:24	01:42:31:14	1V,4A		
MELK_STIFT_AUSSEN_07_MOV	VTZT10_019	01:42:31:14	01:42:38:08	1V,4A		
MELK_STIFT_AUSSEN_10_MOV	VTZT10_019	01:42:38:08	01:42:44:07	1V,4A		
MELK_STIFT_AUSSEN_22_MOV	VTZT10_019	01:42:44:07	01:42:50:15	1V,4A		
MELK_STIFT_INNEN_STIEGENHAUS_01_MOV	VTZT10_019	01:42:50:15	01:42:54:06	1V,4A		
MELK_STIFT_INNEN_STIEGENHAUS_47_MOV	VTZT10_021	01:42:54:06	01:43:02:20	1V,4A		
MELK_STIFT_INNEN_STIEGENHAUS_16_MOV	VTZT10_019	01:43:02:20	01:43:07:08	1V,4A		
MELK_STIFT_INNEN_STIEGENHAUS_07_MOV	VTZT10_019	01:43:07:08	01:43:11:10	1V,4A		
MELK_STIFT_INNEN_STIEGENHAUS_LIFTFAHRT_09_MOV	VTZT10_021	01:43:11:10	01:43:24:19	1V,4A		
MELK_STIFT_INNEN_STIEGENHAUS_08_MOV	VTZT10_019	01:43:24:19	01:43:36:04	1V,4A		
MELK_STIFT_AUSSEN_HOF_KINDER_WASSERSTRAHLEN_10_MOV	VTZT10_019	01:43:36:04	01:43:43:02	1V,4A		
MELK_STIFT_AUSSEN_STIFTSGARTEN_07_MOV	VTZT10_019	01:43:43:02	01:43:48:18	1V,4A		
MELK_STIFT_AUSSEN_STIFTSGARTEN_01_MOV	VTZT10_019	01:43:48:18	01:43:51:21	1V,4A		
MELK_STIFT_AUSSEN_STIFTSGARTEN_02_MOV	VTZT10_019	01:43:51:21	01:43:55:00	1V,4A		
MELK_STIFT_AUSSEN_STUFTSGARTEN_49_MOV	VTZT10_024	01:43:55:00	01:43:59:15	1V,4A		
MELK_STIFT_AUSSEN_AUSSICHTSPLATTFORM_01_MOV	VTZT10_019	01:43:59:15	01:44:06:16	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_01_MOV	VTZT10_019	01:44:06:16	01:44:13:15	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_41_MOV	VTZT10_024	01:44:13:15	01:44:17:05	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_1_MOV	VTZT10_024	01:44:17:05	01:44:22:04	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_2_MOV	VTZT10_024	01:44:22:04	01:44:32:22	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_30_MOV	VTZT10_024	01:44:32:22	01:44:38:15	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_06_MOV	VTZT10_019	01:44:38:15	01:44:41:07	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_08_MOV	VTZT10_019	01:44:41:07	01:44:43:17	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_52_MOV	VTZT10_024	01:44:43:17	01:44:49:05	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_11_MOV	VTZT10_019	01:44:49:05	01:44:57:01	1V,4A		
MELK_STIFT_INNEN_AUSSTELLUNG_13_MOV	VTZT10_019	01:44:57:01	01:45:01:20	1V,4A		
TEXT	Tape_001	01:45:01:20	01:45:05:16	1V,4A		
MISTELBACH_MUSEUMSZENTRUM_HERMANN_NITSCH_MUSEUM_AUSSEN_HAU	Tape_001	01:45:05:16	01:45:10:03	1V,4A		
MISTELBACH_MUSEUMSZENTRUM_HERMANN_NITSCH_MUSEUM_AUSSEN_NEB	Tape_001	01:45:10:03	01:45:13:15	1V,4A		
MISTELBACH_MUSEUMSZENTRUM_HERMANN_NITSCH_MUSEUM_AUSSEN_GAN	Tape_001	01:45:13:15	01:45:24:08	1V,4A		
MISTELBACH_MUSEUMSZENTRUM_HERMANN_NITSCH_MUSEUM_AUSSEN_GAN	Tape_001	01:45:24:08	01:45:27:10	1V,4A		
MISTELBACH_MUSEUMSZENTRUM_HERMANN_NITSCH_MUSEUM_AUSSEN_INN	Tape_001	01:45:27:10	01:45:34:24	1V,4A		
MISTELBACH_MUSEUMSZENTRUM_HERMANN_NITSCH_MUSEUM_AUSSEN_INN	Tape_001	01:45:34:24	01:45:44:14	1V,4A		
MISTELBACH_HERMANN_NITSCH_MUSEUM_EINGANGSBEREICH_12_MOV	VTZT10_004	01:45:44:14	01:45:48:02	1V,4A		
MISTELBACH_HERMANN_NITSCH_MUSEUM_GROSSE_HALLE_OBERGESCHOSS	Tape_001	01:45:48:02	01:45:50:12	1V,4A		
MISTELBACH_HERMANN_NITSCH_MUSEUM_GROSSE_HALLE_OBERGESCHOSS	Tape_001	01:45:50:12	01:45:52:22	1V,4A		
MISTELBACH_HERMANN_NITSCH_MUSEUM_GROSSE_HALLE_OBERGESCHOSS	Tape_001	01:45:52:22	01:45:55:07	1V,4A		
MISTELBACH_HERMANN_NITSCH_MUSEUM_GROSSE_HALLE_OBERGESCHOSS	Tape_001	01:45:55:07	01:45:58:03	1V,4A		
MISTELBACH_HERMANN_NITSCH_MUSEUM_GROSSE_HALLE_OBERGESCHOSS	Tape_001	01:45:58:03	01:46:03:10	1V,4A		
MISTELBACH_HERMANN_NITSCH_MUSEUM_GROSSE_HALLE_OBERGESCHOSS	Tape_001	01:46:03:10	01:46:06:18	1V,4A		
MISTELBACH_HERMANN_NITSCH_MUSEUM_GROSSE_HALLE_OBERGESCHOSS	Tape_001	01:46:06:18	01:46:09:03	1V,4A		
